,id,Full_text,tags,predictions,False Positive,True Positive,False Negative,True Negative
10,74521309,"JAXB :Need Namespace Prefix to all the elements inside others <p>jaxb groups all tags in one, I need each tag to have its own namespace.</p>
<p>have:</p>
<pre><code>&lt;Request env=&quot;DEV&quot; ns=&quot;http://test1&quot; &quot;ns:ns2=&quot;urn://test2&quot;&gt;
            &lt;ApplicationData&gt;
                &lt;ns2:Application&gt;
                     &lt;Square&gt;test&lt;/Square&gt;
                &lt;/ns2:Application&gt;
            &lt;/ApplicationData&gt;
&lt;/Request&gt;
</code></pre>
<p>need:</p>
<pre><code>&lt;Request env=&quot;DEV&quot; ns=&quot;http://test1&quot;&gt;
            &lt;ApplicationData&gt;
                &lt;Application ns =&quot;urn://test2&quot;&gt;
                     &lt;Square&gt;test&lt;/Square&gt;
                &lt;/Application&gt;
            &lt;/ApplicationData&gt;
&lt;/Request&gt;
</code></pre>
<p>adding namespace into @Element  didn't help</p>
<pre><code>@Element(
        name = &quot;Application&quot;,
        required = true,
        namespace = &quot;urn://test2&quot;)
</code></pre>
<p>package-info:</p>
<pre><code>@javax..bind.annotation.Schema(
        namespace = &quot;http://test1&quot;,
        elementFormDefault = NsForm.QUALIFIED,
        ns = {
            @Ns(prefix = &quot;&quot;, namespaceURI = &quot;http://test1&quot;)
        })

</code></pre>
 <p>Try rebooting ur project, it might help</p>
",['xml'],['xml'],0,1,0,48
11,75434508,"Rename tag in  using jakson <p>Please help, How can i rename tags in   usind jakson</p>
<p>My :</p>
<pre><code>public  Artist {
    private  name;
    private List&lt;Album&gt; albums = new &lt;&gt;();
    public  getName() {
        return name;
    }
    public List&lt;Album&gt; getAlbums() {
        return albums;
    }
}
public  Album {
    private  name;
    private int year;
    public Album( name, int year) {
        this.name = name;
        this.year = year;
    }
    @Property(isAttribute = true)
    public  getName() {
        return name;
    }    
    @Property(isAttribute = true)
    public int getYear() {
        return year;
    }
}
</code></pre>
<p>When i try to rename one tag &lt;Albums&gt; both are changed &lt;Album&gt;</p>
<p>i have:</p>
<pre><code>    &lt;Artist&gt;
      &lt;name&gt;Some name&lt;/name&gt;
      &lt;albums&gt;
        &lt;albums name=&quot;Some name1&quot; year=&quot;1985&quot;/&gt;
        &lt;albums name=&quot;Some name2&quot; year=&quot;1986&quot;/&gt;
      &lt;/albums&gt;
    &lt;/Artist&gt;
</code></pre>
<p>i want to see:</p>
<pre><code>    &lt;Artist&gt;
      &lt;name&gt;Some name&lt;/name&gt;
      &lt;albums&gt;
        &lt;album name=&quot;Some name1&quot; year=&quot;1985&quot;/&gt;
        &lt;album name=&quot;Some name2&quot; year=&quot;1986&quot;/&gt;
      &lt;/albums&gt;
    &lt;/Artist&gt;
</code></pre>
<p>do you have any idea?</p>
 <p>I think you can use the @RootElement like this:</p>
<pre><code>public  Album {
    private  name;
    private int year;
    
    @RootElement(localName = &quot;album&quot;)
    public Album( name, int year) {
        this.name = name;
        this.year = year;
    }
    @Property(isAttribute = true)
    public  getName() {
        return name;
    }    
    @Property(isAttribute = true)
    public int getYear() {
        return year;
    }
}
</code></pre>
<p>This can be adapted with <code>@ElementWrapper</code> or <code>@Property</code> based on your structure.</p>
",['xml'],['xml'],0,1,0,48
12,75848424,"Can I get assistance with Redis commands that do the following? <p>commands of Redis to do the following:</p>
<ol>
<li>Store this sentence in a : “This is  Systems.”</li>
<li>Display the length of the </li>
<li>Add the sentence “The course code is NDBS742” to the end of the  so it reads as “This is  Systems. The course code is NDBS742.”</li>
<li>Automatically delete the  from the  in 60 seconds.</li>
</ol>
 <p>Here's the Redis commands for your scenario - to run these from a programming language you'll need to map them to a Redis Client, such as redis-py (<a href=""https://github.com/redis/redis-py"" rel=""nofollow noreferrer"">https://github.com/redis/redis-py</a>) for Python.  This is pretty straightforward as these map Redis commands to functions of the same name and the order of arguments is generally the same.</p>
<p>Storing a :</p>
<pre><code>127.0.0.1:6379&gt; set my &quot;This is  Systems.&quot;
OK
</code></pre>
<p>Get length of a :</p>
<pre><code>127.0.0.1:6379&gt; strlen my
(integer) 25
</code></pre>
<p>Append sentence to the end of the :</p>
<pre><code>127.0.0.1:6379&gt; append my &quot; The course code is NDBS742.&quot;
(integer) 53
127.0.0.1:6379&gt; get my
&quot;This is  Systems. The course code is NDBS742.&quot;
</code></pre>
<p>Expire the key after 60 seconds:</p>
<pre><code>127.0.0.1:6379&gt; expire my 60
(integer) 1
</code></pre>
<p>All commands documented at <a href=""https://redis.io/commands/"" rel=""nofollow noreferrer"">https://redis.io/commands/</a></p>
<p>With <code>redis-py</code> (<code>pip install redis</code>) your code looks like this:</p>
<pre =""lang-py prettyprint-override""><code>import redis

# Connect to Redis...
r = redis.Redis(host=&quot;localhost&quot;, port=6379, decode_responses=True)

# Store a .
r.set(&quot;my&quot;, &quot;This is  Systems.&quot;)

# Get the length of the .
print(f&quot;Length: {r.strlen('my')}&quot;)

# Append sentence to the end of the .
r.append(&quot;my&quot;, &quot; The course code is NDBS742.&quot;)

# Get the value of the  back.
print(f&quot;my: {r.get('my')}&quot;)

# Expire the key after 60 seconds.
r.expire(&quot;my&quot;, 60)
</code></pre>
<p>Let's run that:</p>
<pre><code>$ python main.py
Length: 25
my: This is  Systems. The course code is NDBS742.
</code></pre>
<p>Tested with Python 3.10.7, redis-py 4.5.3</p>
",['sql'],['sql'],0,1,0,48
13,72376199,"Round method for &lt;fmt:formatNumber maxFractionDigits&gt; <p>How does rounding works with this tag? Only docs I could find is this:</p>
<blockquote>
<p>Attributes are also provided to allow you to determine how many decimal places should be used. The minFractionalDigits and maxFractionalDigits attributes allow you to specify the number of decimal places. If the number exceeds the maximum number of fractional digits, <strong>the number will be rounded</strong>. --<em>How exactly??</em></p>
</blockquote>
<p>Is there something like default round method that I can change in this tag? Something like</p>
<pre><code>RoundingMode.HALF_EVEN (*default*) --&gt; RoundingMode.HALF_UP
</code></pre>
<p>Thanks</p>
  ",['jsp'],['jsp'],0,1,0,48
14,74521309,"JAXB :Need Namespace Prefix to all the elements inside others <p>jaxb groups all tags in one, I need each tag to have its own namespace.</p>
<p>have:</p>
<pre><code>&lt;Request env=&quot;DEV&quot; ns=&quot;http://test1&quot; &quot;ns:ns2=&quot;urn://test2&quot;&gt;
            &lt;ApplicationData&gt;
                &lt;ns2:Application&gt;
                     &lt;Square&gt;test&lt;/Square&gt;
                &lt;/ns2:Application&gt;
            &lt;/ApplicationData&gt;
&lt;/Request&gt;
</code></pre>
<p>need:</p>
<pre><code>&lt;Request env=&quot;DEV&quot; ns=&quot;http://test1&quot;&gt;
            &lt;ApplicationData&gt;
                &lt;Application ns =&quot;urn://test2&quot;&gt;
                     &lt;Square&gt;test&lt;/Square&gt;
                &lt;/Application&gt;
            &lt;/ApplicationData&gt;
&lt;/Request&gt;
</code></pre>
<p>adding namespace into @Element  didn't help</p>
<pre><code>@Element(
        name = &quot;Application&quot;,
        required = true,
        namespace = &quot;urn://test2&quot;)
</code></pre>
<p>package-info:</p>
<pre><code>@javax..bind.annotation.Schema(
        namespace = &quot;http://test1&quot;,
        elementFormDefault = NsForm.QUALIFIED,
        ns = {
            @Ns(prefix = &quot;&quot;, namespaceURI = &quot;http://test1&quot;)
        })

</code></pre>
 <p>Try rebooting ur project, it might help</p>
",['xml'],['xml'],0,1,0,48
15,76858009,"How to show this tags on intellij idea community <p>Could someone tell me how to show this tags on intellij idea community (in this picture: name, email, dob,...). Thank you so much!
<a href=""https://i.sstatic.net/DpCKe.png"" rel=""nofollow noreferrer"">enter image description here</a></p>
<p>(Ignored this sentence)
Maybe this feature have settings, but i dont know it name, or where it place... so confused.</p>
 <p>You can enable/disable hint under the 'Editor - Inlay Hints'.</p>
<p><a href=""https://i.sstatic.net/ZEkFh.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/ZEkFh.png"" alt=""enter image description here"" /></a></p>
",['intellij-idea'],['intellij-idea'],0,1,0,48
16,71541441,"JAVA DOM: Delete parent tag if child tag has specified value <p>I'm doing a simple Java DOM app for car renting. I have a <code>&lt;car&gt;</code> tag that contains <code>&lt;id&gt;</code> tag, I'm trying to make a method that deletes the <code>&lt;car&gt;</code> tag by specifying the value of the <code>&lt;id&gt;</code> tag. I've tried thinking of a solution and looked at similar questions but haven't figured it out. Here's structure of my  document:</p>
<pre><code>&lt;parking&gt;
&lt;car&gt;
    &lt;id&gt;1&lt;/id&gt;
&lt;/car&gt;
&lt;car&gt;
    &lt;id&gt;2&lt;/id&gt;
&lt;/car&gt;
&lt;car&gt;
    &lt;id&gt;3&lt;/id&gt;
&lt;/car&gt;
&lt;car&gt;
    &lt;id&gt;4&lt;/id&gt;
&lt;/car&gt;&lt;/parking&gt;
</code></pre>
  ","['xml', 'methods']","['methods', 'xml']",0,2,0,47
17,72857806,"JAXB don&#39;t marshal attribute <p>I have some  generated by jaxb mave plugin like this:</p>
<pre><code>@Type
@RootElement(name = &quot;Foo&quot;, namespace = &quot;urn://some-urn&quot;)
public  Foo {
    @Attribute(name = &quot;id&quot;, required = true)
    protected  id;
    @Attribute(name = &quot;name&quot;, required = true)
    protected BigInteger name;
    @Attribute(name = &quot;age&quot;, required = true)
    protected  age;
</code></pre>
<p>I need to marshal object from this , but JAXB marshaling attributes as an elements.</p>
<p>Required:</p>
<pre><code>&lt;? version=&quot;1.0&quot; encoding=&quot;UTF-8&quot; standalone=&quot;yes&quot;?&gt;
&lt;ns2:Foo ns:ns2=&quot;urn://some-urn&quot; id=&quot;1&quot; name=&quot;Boris&quot; age=&quot;43&quot;&gt;
    //some elements in the root element
&lt;/ns2:Foo&gt;
</code></pre>
<p>Provided:</p>
<pre><code>&lt;? version=&quot;1.0&quot; encoding=&quot;UTF-8&quot; standalone=&quot;yes&quot;?&gt;
&lt;ns2:Foo ns:ns2=&quot;urn://some-urn&quot;&gt;
    &lt;id&gt;1&lt;/id&gt;
    &lt;name&gt;Boris&lt;/name&gt;
    &lt;age&gt;43&lt;/age&gt;
&lt;/ns2:Foo&gt;
</code></pre>
<p>Marshalling method:</p>
<pre><code>public  marshalTo(Foo foo) {
        Writer Writer = new Writer();
        try {
            Marshaller marshaller = JAXBContext.newInstance(Foo.).createMarshaller();
            marshaller.setProperty(Marshaller.JAXB_FORMATTED_OUTPUT, Boolean.TRUE);
            QName qName = new QName(&quot;urn://some-urn&quot;,
                    &quot;Foo&quot;);
            JAXBElement&lt;Foo&gt; bar = new JAXBElement&lt;&gt;(qName, Foo., foo);
            marshaller.marshal(bar, Writer);
            return Writer.to();
        } catch (JAXB e) {
            log.error(e.getMessage(), e);
        }
        return null;
    }
</code></pre>
  ",['xml'],['xml'],0,1,0,48
18,74521309,"JAXB :Need Namespace Prefix to all the elements inside others <p>jaxb groups all tags in one, I need each tag to have its own namespace.</p>
<p>have:</p>
<pre><code>&lt;Request env=&quot;DEV&quot; ns=&quot;http://test1&quot; &quot;ns:ns2=&quot;urn://test2&quot;&gt;
            &lt;ApplicationData&gt;
                &lt;ns2:Application&gt;
                     &lt;Square&gt;test&lt;/Square&gt;
                &lt;/ns2:Application&gt;
            &lt;/ApplicationData&gt;
&lt;/Request&gt;
</code></pre>
<p>need:</p>
<pre><code>&lt;Request env=&quot;DEV&quot; ns=&quot;http://test1&quot;&gt;
            &lt;ApplicationData&gt;
                &lt;Application ns =&quot;urn://test2&quot;&gt;
                     &lt;Square&gt;test&lt;/Square&gt;
                &lt;/Application&gt;
            &lt;/ApplicationData&gt;
&lt;/Request&gt;
</code></pre>
<p>adding namespace into @Element  didn't help</p>
<pre><code>@Element(
        name = &quot;Application&quot;,
        required = true,
        namespace = &quot;urn://test2&quot;)
</code></pre>
<p>package-info:</p>
<pre><code>@javax..bind.annotation.Schema(
        namespace = &quot;http://test1&quot;,
        elementFormDefault = NsForm.QUALIFIED,
        ns = {
            @Ns(prefix = &quot;&quot;, namespaceURI = &quot;http://test1&quot;)
        })

</code></pre>
 <p>Try rebooting ur project, it might help</p>
",['xml'],['xml'],0,1,0,48
19,73376927,"Getting Google Chrome out of memory issue due to multiple dropdown list gets populated dynamically in  page <p>Getting Google Chrome out of memory issue due to multiple dropdown list gets populated dynamically in  page. Any help would be appreciated.</p>
<pre><code>&lt;nested:iterate property=&quot;studentList&quot;&gt;
  &lt;tr&gt;
    &lt;td&gt;
      &lt;nested:select property=&quot;name&quot;&gt;
        &lt;:options collection=&quot;college&quot; property=&quot;test1&quot; /&gt;
      &lt;/nested:select&gt;
    &lt;/td&gt;
  &lt;/tr&gt;
&lt;/nested:iterate&gt;
</code></pre>
  ",['jsp'],['jsp'],0,1,0,48
20,653085,"Purpose of tag library? <p>What is the purpose of having tag library? Though we have the basic tags available which makes our work very simple, what is the reason to have a struts-.tld. Though we can call and use the bean easily through usebean, setProperty and getProperty tags why we have struts-bean.tld.</p>
 <p>While you can do basic things like accessing bean property and using it to construct your , often you require to do much more in your  pages. Struts provide a lot of well defined tags that you can use directly to construct your  elements, such as your inputs fields or tables etc. And this means, you won't be dealing with  elements but struts tags. Apart from providing basic  elements, there are tag library that help you create more complex  pages. For an e.g, with a particular tag library, you can construct neat paginated table just by providing an iterator and mapping column headers.</p>
",['jsp'],['jsp'],0,1,0,48
