id,link,title,body,answers,tags
62838668,https://stackoverflow.com/questions/62838668,How to select a option from drop down with div tag/class?.selenium,"<p>I have tried all the possible things. also, tried searching over tried different combinations and variations. I can get the element clicked which opens the dropdown. but i am not able to select an option in it. I tried with actions, sendkeys, keys.down/enter and multiple things as well. however, it didn't help. That's the only thing I am stuck on.</p>
<p>//selecting office</p>
<p>1.driver.findElement(By.id(&quot;DG5QEPn&quot;)).click();</p>
<p>Actions actions = new Actions(driver); actions.moveToElement(driver.findElement(By.xpath(&quot;//*[@id=&quot;DG5QEPn&quot;]/div/div/div1/div1&quot;))).click();</p>
<p>driver.findElement(By.id(&quot;DG5QEPn&quot;)).click();</p>
<p>driver.findElement(By.id(&quot;DG5QEPn&quot;)).sendKeys(&quot;RTP HQ&quot;); driver.findElement(By.id(&quot;DG5QEPn&quot;)).sendKeys(Keys.Down); driver.findElement(By.id(&quot;DG5QEPn&quot;)).sendKeys(Keys.Enter);</p>
<p>Html-
In the below image.</p>
<p><a href=""https://i.sstatic.net/SwHcv.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/SwHcv.png"" alt=""enter image description here"" /></a></p>
","<p>You should enumerate through all of the options then click on the one you want. See <a href=""https://sqa.stackexchange.com/questions/1355/what-is-the-correct-way-to-select-an-option-using-seleniums-python-webdriver"">What is the correct way to select an <code>&lt;option&gt;</code> using Selenium's Python WebDriver</a>.</p>
<blockquote>
<p>The easiest way that I have found was to do something along the lines of:</p>
<pre><code>el = driver.find_element_by_id('id_of_select')
for option in el.find_elements_by_tag_name('option'):
    if option.text == 'The Options I Am Looking For':
        option.click() # select() in earlier versions of webdriver
        break
</code></pre>
</blockquote>
","['java', 'html', 'selenium', 'tags', 'dropdown']"
75516396,https://stackoverflow.com/questions/75516396,Email address inside &lt;&gt;tag is taken as html tag and unable to display in UI? How to fix this?,"<p>I want to display the email address inside '&lt;test@gmail.com'&gt;' tag in UI, how can I achieve this? How to display email address with tag in UI?</p>
<pre><code>&lt;html&gt;
&lt;head&gt;
&lt;/head&gt;
&lt;body&gt;
    &lt;br&gt; I'm sorry to have to inform you that your message could not
    &lt;br&gt; be delivered to one or more recipients. It's attached below.
    &lt;br&gt; &lt;test@gmail.com&gt;: host mx.gmail.com[136.143.191.44] said: 550 5.1.1
    &lt;br&gt;     &lt;test@gmail.com&gt; User unknown (in reply to RCPT TO command)
    &lt;br&gt; Reporting-MTA: dns; smtp5.to.test.com
    &lt;br&gt; X-Postfix-Queue-ID: E982A3346F
    &lt;br&gt; X-Postfix-Sender: rfc822; test1@test.in
    &lt;br&gt; Arrival-Date: Mon, 20 Feb 2023 17:37:11 +0530 (IST)
    &lt;br&gt; Final-Recipient: rfc822; test@gmail.com
    &lt;br&gt; Original-Recipient: rfc822;test@gmail.com
    &lt;br&gt; Remote-MTA: dns; mx.zoho.com
    &lt;br&gt; Diagnostic-Code: smtp; 550 5.1.1 &lt;test@gmail.com&gt; User unknown
&lt;/body&gt;
&lt;/html&gt;
</code></pre>
<p><strong>It is display as in below image, not displaying email address with tag</strong></p>
<p><a href=""https://i.sstatic.net/G4AxA.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/G4AxA.png"" alt=""enter image description here"" /></a></p>
","<p>declare this variable</p>
<pre><code>  adress:string ='&lt;test@gmai.com&gt;'
</code></pre>
<p>then bind it on your html file :</p>
<pre><code>&lt;br&gt; {{adress}}
</code></pre>
<p>it works for me</p>
","['java', 'html', 'spring-boot', 'tags', 'jakarta-mail']"
75434508,https://stackoverflow.com/questions/75434508,Rename tag in xml using jakson,"<p>Please help, How can i rename tags in xml file usind jakson</p>
<p>My class:</p>
<pre><code>public class Artist {
    private String name;
    private List&lt;Album&gt; albums = new ArrayList&lt;&gt;();
    public String getName() {
        return name;
    }
    public List&lt;Album&gt; getAlbums() {
        return albums;
    }
}
public class Album {
    private String name;
    private int year;
    public Album(String name, int year) {
        this.name = name;
        this.year = year;
    }
    @JacksonXmlProperty(isAttribute = true)
    public String getName() {
        return name;
    }    
    @JacksonXmlProperty(isAttribute = true)
    public int getYear() {
        return year;
    }
}
</code></pre>
<p>When i try to rename one tag &lt;Albums&gt; both are changed &lt;Album&gt;</p>
<p>i have:</p>
<pre><code>    &lt;Artist&gt;
      &lt;name&gt;Some name&lt;/name&gt;
      &lt;albums&gt;
        &lt;albums name=&quot;Some name1&quot; year=&quot;1985&quot;/&gt;
        &lt;albums name=&quot;Some name2&quot; year=&quot;1986&quot;/&gt;
      &lt;/albums&gt;
    &lt;/Artist&gt;
</code></pre>
<p>i want to see:</p>
<pre><code>    &lt;Artist&gt;
      &lt;name&gt;Some name&lt;/name&gt;
      &lt;albums&gt;
        &lt;album name=&quot;Some name1&quot; year=&quot;1985&quot;/&gt;
        &lt;album name=&quot;Some name2&quot; year=&quot;1986&quot;/&gt;
      &lt;/albums&gt;
    &lt;/Artist&gt;
</code></pre>
<p>do you have any idea?</p>
","<p>I think you can use the @JacksonXmlRootElement like this:</p>
<pre><code>public class Album {
    private String name;
    private int year;
    
    @JacksonXmlRootElement(localName = &quot;album&quot;)
    public Album(String name, int year) {
        this.name = name;
        this.year = year;
    }
    @JacksonXmlProperty(isAttribute = true)
    public String getName() {
        return name;
    }    
    @JacksonXmlProperty(isAttribute = true)
    public int getYear() {
        return year;
    }
}
</code></pre>
<p>This can be adapted with <code>@JacksonXmlElementWrapper</code> or <code>@JacksonXmlProperty</code> based on your structure.</p>
","['java', 'xml', 'tags', 'rename', 'jackson2']"
7568433,https://stackoverflow.com/questions/7568433,How to get text between two Elements in DOM object?,"<p>I'm using JSoup to parse this HTML content:</p>
<pre><code>&lt;div class=&quot;submitted&quot;&gt;
    &lt;strong&gt;&lt;a title=&quot;View user profile.&quot; href=&quot;/user/1&quot;&gt;user1&lt;/a&gt;&lt;/strong&gt; 
    on 27/09/2011 - 15:17 
    &lt;span class=&quot;via&quot;&gt;&lt;a href=&quot;/goto/002&quot;&gt;www.google.com&lt;/a&gt;&lt;/span&gt;
&lt;/div&gt; 
</code></pre>
<p>Which looks like this in web browser:</p>
<pre><code>user1 on 27/09/2011 - 15:17 www.google.com
</code></pre>
<p>The username and the website can be parsed into variables using this:</p>
<pre><code>String user    = content.getElementsByClass(&quot;submitted&quot;).first().getElementsByTag(&quot;strong&quot;).first().text(); 
String website = content.getElementsByClass(&quot;submitted&quot;).first().getElementsByClass(&quot;via&quot;).first().text();
</code></pre>
<p>But I'm unsure of how to get the &quot;on 27/09/2011 -15:17&quot; into a variable, if I use</p>
<pre><code>String date = content.getElementsByClass(&quot;submitted&quot;).first().text();
</code></pre>
<p>It also contains username and the website???</p>
","<p>Select the element before the text you wish to grab, then get its next sibling <em>node</em> (not element), which is a text node:</p>

<pre><code>Document doc = Jsoup.parse(""&lt;div class=\""submitted\""&gt;"" +
  ""  &lt;strong&gt;&lt;a title=\""View user profile.\"" href=\""/user/1\""&gt;user1&lt;/a&gt;&lt;/strong&gt;"" +
  ""  on 27/09/2011 - 15:17 "" +
  ""  &lt;span class=\""via\""&gt;&lt;a href=\""/goto/002\""&gt;www.google.com&lt;/a&gt;&lt;/span&gt;"" +
  ""&lt;/div&gt; "");
String str = doc.select(""strong"").first().nextSibling().toString().trim();
System.out.println(str);
</code></pre>

<p>You can also ask an element for its child text nodes and index directly (though referencing the nodes by sibling is usually more robust than indexing):</p>

<pre><code>Document doc = Jsoup.parse(
            ""&lt;div class=\""submitted\""&gt;"" +
  ""  &lt;strong&gt;&lt;a title=\""View user profile.\"" href=\""/user/1\""&gt;user1&lt;/a&gt;&lt;/strong&gt;"" +
  ""  on 27/09/2011 - 15:17 "" +
  ""  &lt;span class=\""via\""&gt;&lt;a href=\""/goto/002\""&gt;www.google.com&lt;/a&gt;&lt;/span&gt;"" +
  ""&lt;/div&gt; "");
String str = doc.select(""div"").first().textNodes().get(1).text().trim();
System.out.println(str);
</code></pre>
","['java', 'html', 'dom', 'tags', 'jsoup']"
2843258,https://stackoverflow.com/questions/2843258,Tear subString from within HTML tags with JAVA,"<p>let say i have a string like this ""<code>neverMind&lt;b&gt;What is up&lt;/b&gt;neverMind</code>"" and I want to take out the What is up using regexp with JAVA. Someone told me that using matcher will be the best. Can anyone show me how to do it using Matcher?<br>
Other solutions are welcome too!
Thanks!</p>
","<p>If you want it without matcher</p>
<pre><code>        String a=&quot;neverMind&lt;b&gt;What is up&lt;/b&gt;neverMind&quot;;
    int index1=a.indexOf(&quot;&gt;&quot;);
    int index2=a.indexOf(&quot;&lt;/b&gt;&quot;);
    String finalString=a.substring(index1+1, index2);
    System.out.println(finalString);
</code></pre>
","['java', 'html', 'string', 'tags']"
74521309,https://stackoverflow.com/questions/74521309,JAXB :Need Namespace Prefix to all the elements inside others,"<p>jaxb groups all tags in one, I need each tag to have its own namespace.</p>
<p>have:</p>
<pre><code>&lt;Request env=&quot;DEV&quot; xmlns=&quot;http://test1&quot; &quot;xmlns:ns2=&quot;urn://test2&quot;&gt;
            &lt;ApplicationData&gt;
                &lt;ns2:Application&gt;
                     &lt;Square&gt;test&lt;/Square&gt;
                &lt;/ns2:Application&gt;
            &lt;/ApplicationData&gt;
&lt;/Request&gt;
</code></pre>
<p>need:</p>
<pre><code>&lt;Request env=&quot;DEV&quot; xmlns=&quot;http://test1&quot;&gt;
            &lt;ApplicationData&gt;
                &lt;Application xmlns =&quot;urn://test2&quot;&gt;
                     &lt;Square&gt;test&lt;/Square&gt;
                &lt;/Application&gt;
            &lt;/ApplicationData&gt;
&lt;/Request&gt;
</code></pre>
<p>adding namespace into @XmlElement  didn't help</p>
<pre><code>@XmlElement(
        name = &quot;Application&quot;,
        required = true,
        namespace = &quot;urn://test2&quot;)
</code></pre>
<p>package-info:</p>
<pre><code>@javax.xml.bind.annotation.XmlSchema(
        namespace = &quot;http://test1&quot;,
        elementFormDefault = XmlNsForm.QUALIFIED,
        xmlns = {
            @XmlNs(prefix = &quot;&quot;, namespaceURI = &quot;http://test1&quot;)
        })

</code></pre>
","<p>Try rebooting ur project, it might help</p>
","['java', 'xml', 'soap', 'tags', 'jaxb']"
72341601,https://stackoverflow.com/questions/72341601,AEM JAVA Unit test for tags,"<p>In AEM JAVA I created a function that gets a list of tags from Tag Manager . I was able to get the data that I need and the tags are correctly retrieved from the Tag Manager. But in the Unit Test this part below is always excluded from the test. I only included the code that is relevant to the question.</p>
<pre><code>@SuppressWarnings(&quot;unchecked&quot;)
    public Iterator&lt;Resource&gt; getTransform(Iterator&lt;Tag&gt; childTagItr, Locale locale, SlingHttpServletRequest request) {
        return new TransformIterator(childTagItr, new Transformer() {
            public Object transform(Object o) {
                Tag tag = (Tag) o;

                String tagId = tag.getTagID();
                ValueMap vm = new ValueMapDecorator(new HashMap&lt;String, Object&gt;());
                vm.put(&quot;value&quot;, tagId);
                vm.put(&quot;text&quot;, tag.getTitlePath(locale));
                return new ValueMapResource(request.getResourceResolver(), new ResourceMetadata(), &quot;nt:unstructured&quot;, vm);
            }
        });
    }
</code></pre>
<p>I tried with below test :</p>
<pre><code>@Test
void testGetDataTags() throws ServletException, IOException {
    // Arrange
    Mockito.when(request.getAttribute(Mockito.anyString())).thenReturn(slingBindings);
    Mockito.when(slingBindings.getSling()).thenReturn(sling);
    Mockito.when(request.getResourceResolver()).thenReturn(resolver);
    Mockito.when(request.getResourceResolver().adaptTo(TagManager.class)).thenReturn(tagManager);
    //Mockito.when(config.get(PATH)).thenReturn(PATH);

    //Mockito.when(expressionHelper.getString(PATH)).thenReturn(PATH_VALUE);
    Mockito.when(tagManager.resolve(Mockito.anyString())).thenReturn(parentTag);

    getTags();
    
    // Act
    final Locale locale = request.getLocale();
    CareerPageCategoryLevelTwo careerPageCategoryLevelTwo = new CareerPageCategoryLevelTwo();
    Transformer tagResource = new Transformer() {
        public Object transform(Object o) {
            Tag tag = (Tag) o;

            String tagId = tag.getTagID();
            ValueMap vm = new ValueMapDecorator(new HashMap&lt;String, Object&gt;());
            vm.put(&quot;value&quot;, tagId);
            vm.put(&quot;text&quot;, tag.getTitlePath(locale));
            return new ValueMapResource(request.getResourceResolver(), new ResourceMetadata(), &quot;nt:unstructured&quot;, vm);
        }
    };
    @SuppressWarnings(&quot;unchecked&quot;)
    Iterator&lt;Resource&gt; iteratorResource= new TransformIterator(tagIterator, tagResource);
    Mockito.when(careerPageCategoryLevelTwo.getTransform(tagIterator, locale, request)).thenReturn(iteratorResource);
    // Assert
    assertNotNull(iteratorResource);
}
</code></pre>
<p>Still the part :
<a href=""https://i.sstatic.net/tDanc.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/tDanc.png"" alt=""enter image description here"" /></a></p>
<p>is excluded.
My question is how can I include this part in the Unit Test?</p>
<p>Update: careerPageCategoryLevelTwo is the implementation class
<a href=""https://i.sstatic.net/eblpi.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/eblpi.png"" alt=""enter image description here"" /></a></p>
","<p>In your test method <code>testGetDataTags</code> you are mocking the method <code>getTransform()</code>. You are returning the iteratorResource instead of the &quot;real&quot; TransformIterator inside the class under test <code>CareerPageCategoryLevelTwo</code>.</p>
<p>You should change your line from</p>
<pre><code>Mockito.when(careerPageCategoryLevelTwo.getTransform(tagIterator, locale request)).thenReturn(iteratorResource):
</code></pre>
<p>to</p>
<p><code>Iterator iteratorFromCareer = careerPageCategoryLevelTwo.getTransform(tagIterator, locale, request)</code></p>
<p>and you should do something with the <code>iteratorFromCareer</code> - this should call the <code>transform</code> method.</p>
<p>But I recommend you to use less Mockito and more <a href=""https://sling.apache.org/documentation/development/sling-mock.html"" rel=""nofollow noreferrer"">Sling Mocks</a> or <a href=""https://wcm.io/testing/aem-mock/"" rel=""nofollow noreferrer"">AEM Mocks</a></p>
","['java', 'unit-testing', 'tags', 'aem']"
72872856,https://stackoverflow.com/questions/72872856,XML to JSON conversion: why my 1st xml tag is getting skipped?,"<p>while converting XML to JSON my 1st XML tag into JSON is getting skipped</p>
<p>Here is the JAVA code snippet:</p>
<pre><code>       String data=&quot;&quot;;
       data = FileUtils.readFileToString(new File(&quot;src/main/resources/student.xml&quot;), &quot;UTF-8&quot;);
       XmlMapper xmlMapper = new XmlMapper();
       JsonNode jsonNode = xmlMapper.readTree(data.getBytes());
       ObjectMapper objectMapper = new ObjectMapper();
       objectMapper.writerWithDefaultPrettyPrinter().writeValue(newFile(&quot;src/main/resources/student.json&quot;),jsonNode);
</code></pre>
<p>here is the input:</p>
<pre><code>&lt;?xml version=&quot;1.0&quot; encoding=&quot;utf-8&quot;?&gt;
&lt;AccumulateResponse&gt;
  &lt;TestCase&gt;
    &lt;Transactionid&gt;str1234&lt;/Transactionid&gt;
    &lt;TransactionType&gt;str1234&lt;/TransactionType&gt;
    &lt;Status&gt;str1234&lt;/Status&gt;
  &lt;/TestCase&gt;
  &lt;TestCase&gt;
    &lt;Transactionid&gt;str5678&lt;/Transactionid&gt;
    &lt;TransactionType&gt;str5678&lt;/TransactionType&gt;
    &lt;Status&gt;str5678&lt;/Status&gt;
  &lt;/TestCase&gt;
&lt;/AccumulateResponse&gt;
</code></pre>
<p>here is the output:</p>
<pre><code>{
  &quot;TestCase&quot;: [
   {
    &quot;Transactionid&quot;: &quot;str1234&quot;,
    &quot;TransactionType&quot;: &quot;str1234&quot;,
    &quot;Status&quot;: &quot;str1234&quot;
   },
   {
    &quot;Transactionid&quot;: &quot;str5678&quot;,
    &quot;TransactionType&quot;: &quot;str5678&quot;,
    &quot;Status&quot;: &quot;str5678&quot;
   }
  ]
}
</code></pre>
<p>here is the required Output:</p>
<pre><code>{
&quot;AccumulateResponse&quot;: {
  &quot;TestCase&quot;: [
   {
    &quot;Transactionid&quot;: &quot;str1234&quot;,
    &quot;TransactionType&quot;: &quot;str1234&quot;,
    &quot;Status&quot;: &quot;str1234&quot;
   },
   {
    &quot;Transactionid&quot;: &quot;str5678&quot;,
    &quot;TransactionType&quot;: &quot;str5678&quot;,
    &quot;Status&quot;: &quot;str5678&quot;
   }
  ]
 }
}
</code></pre>
<p>AccumulateResponse tag is getting skipped.</p>
","<p>There is <a href=""https://github.com/javadev/underscore-java"" rel=""nofollow noreferrer"">underscore-java</a> library with method <code>U.xmlToJson(xml)</code>.</p>
<pre><code>&lt;?xml version=&quot;1.0&quot; encoding=&quot;utf-8&quot;?&gt;
&lt;AccumulateResponse&gt;
  &lt;TestCase&gt;
    &lt;Transactionid&gt;str1234&lt;/Transactionid&gt;
    &lt;TransactionType&gt;str1234&lt;/TransactionType&gt;
    &lt;Status&gt;str1234&lt;/Status&gt;
  &lt;/TestCase&gt;
  &lt;TestCase&gt;
    &lt;Transactionid&gt;str5678&lt;/Transactionid&gt;
    &lt;TransactionType&gt;str5678&lt;/TransactionType&gt;
    &lt;Status&gt;str5678&lt;/Status&gt;
  &lt;/TestCase&gt;
&lt;/AccumulateResponse&gt;
</code></pre>
<pre><code>{
  &quot;AccumulateResponse&quot;: {
    &quot;TestCase&quot;: [
      {
        &quot;Transactionid&quot;: &quot;str1234&quot;,
        &quot;TransactionType&quot;: &quot;str1234&quot;,
        &quot;Status&quot;: &quot;str1234&quot;
      },
      {
        &quot;Transactionid&quot;: &quot;str5678&quot;,
        &quot;TransactionType&quot;: &quot;str5678&quot;,
        &quot;Status&quot;: &quot;str5678&quot;
      }
    ]
  }
}
</code></pre>
","['java', 'json', 'xml', 'jackson', 'tags']"
73717178,https://stackoverflow.com/questions/73717178,Junit 5 order tests with @Tag from some classes,"<p>I have some classes.
I all classes, I have some tests.
Example:</p>
<pre><code>public class testpage1(){

@test
@Tag(&quot;Regression&quot;)
void test1(){
   system.out.println(&quot;Test1&quot;);
}

void test2(){
   system.out.println(&quot;Test2&quot;);
}

   }

public class testpage2(){

@test
@Tag(&quot;Regression&quot;)
void test3(){
   system.out.println(&quot;Test3&quot;);
 }

void test4(){
   system.out.println(&quot;Test4&quot;);
   }

}

public class testpage3(){

@test
@Tag(&quot;Regression&quot;)
void test5(){
   system.out.println(&quot;Test5&quot;);
   }

void test6(){
   system.out.println(&quot;Test6&quot;);
  }

}
</code></pre>
<p>I have other class to run :</p>
<pre><code>@RunWith(value = JunitPlatform.class)
@IncludeTags(value = {&quot;Regression&quot;})
</code></pre>
<p>When I run this class,
The test run without any order,</p>
<p>How can I order the test to run in order that I want?</p>
","<p>jUnit5 allows you to set the tests execution order with <code>@Order()</code> annotation.<br />
So, you can add these annotations in your code as following:</p>
<pre class=""lang-java prettyprint-override""><code>public class testpage1(){

@test
@Order(1)
@Tag(&quot;Regression&quot;)
void test1(){
   system.out.println(&quot;Test1&quot;);
}

void test2(){
   system.out.println(&quot;Test2&quot;);
}

   }

public class testpage2(){

@test
@Order(2)
@Tag(&quot;Regression&quot;)
void test3(){
   system.out.println(&quot;Test3&quot;);
 }

void test4(){
   system.out.println(&quot;Test4&quot;);
   }

}

public class testpage3(){

@test
@Order(3)
@Tag(&quot;Regression&quot;)
void test5(){
   system.out.println(&quot;Test5&quot;);
   }

void test6(){
   system.out.println(&quot;Test6&quot;);
  }

}
</code></pre>
<p>This should make these tests executed correspondingly</p>
","['java', 'selenium', 'junit', 'tags', 'junit5']"
23440767,https://stackoverflow.com/questions/23440767,Add one more option field in the Struts2 select tag,"<p>i have one struts 2 select tag like below.</p>

<pre><code>&lt;s:select list=""myList"" listKey=""myListVal""  listValue=""myListDesc""&gt;&lt;/s:select&gt;
</code></pre>

<p>it rendered as below</p>

<pre><code>&lt;select data-inputs=""myListInput"" &gt;
     &lt;option value=""myListVal1"" &gt;myListDesc1&lt;/option&gt;
     &lt;option value=""myListVal2"" &gt;myListDesc2&lt;/option&gt;
     &lt;option value=""myListVal3"" &gt;myListDesc3&lt;/option&gt;
&lt;/select&gt;
</code></pre>

<p>i want to add one more option field with null value</p>

<pre><code>&lt;option value="""" &gt;&lt;/option&gt;
</code></pre>

<p>to the Option field with modification in the list.</p>

<p>In struts 1 it is possible like below</p>

<pre><code>&lt;html:option value=""""&gt;&lt;/html:option&gt;
</code></pre>

<p>like that is it possible in the struts 2</p>

<blockquote>
  <p><strong>note:i couldn't able to modifiy the list before the page load in the java</strong></p>
</blockquote>
","<p>There is an Attribute called <code>emptyOption</code> in the select tag.
It worked as below.</p>

<pre><code>&lt;s:select list=""myList"" listKey=""myListVal""  listValue=""myListDesc"" emptyOption=""true""  &gt;&lt;/s:select&gt; 
</code></pre>
","['java', 'select', 'struts2', 'tags']"
47100653,https://stackoverflow.com/questions/47100653,Set a tag to EC2 instance using JAVA,"<p>This is the last code I tried: </p>

<pre><code>System.out.println(""Manager not exists. Going to create."");
            // Basic 32-bit Amazon Linux AMI 1.0 (AMI Id: ami-08728661)
            RunInstancesRequest request = new RunInstancesRequest(""ami-acd005d5"", 1, 1);
            request.setInstanceType(InstanceType.T2Micro.toString());
            List&lt;Instance&gt; instances = ec2.runInstances(request).getReservation().getInstances();
            System.out.println(""Launch instances: "" + instances);
            Instance instance = instances.get(0);

            Collection&lt;String&gt; resources = new ArrayList();
            resources.add(instance.getInstanceId());
            Collection&lt;Tag&gt; tags = new ArrayList();
            tags.add(new Tag(""Name"", ""Manager""));
            CreateTagsRequest createTagsRequest = new CreateTagsRequest();  
            createTagsRequest.setResourceId(instance.getInstanceId());
            createTagsRequest.setTags(tags);
            CreateTagsResult tagsRsults = createTags(createTagsRequest);
</code></pre>

<p>It doesn't compile on line createTagsRequest.setTags(tags): </p>

<pre><code>The method setTags(java.util.Collection&lt;com.amazonaws.services.workspaces.model.Tag&gt;) in the type CreateTagsRequest is not applicable for the arguments (java.util.Collection&lt;com.amazonaws.services.ec2.model.Tag&gt;)
</code></pre>

<p>It offers me to change 'setTags' to 'withTags' and the opposite (Circular situation) .
Tried several methods, looked at the AWS documentation and Javadoc. </p>

<p>This is my imports: </p>

<pre><code>    import com.amazonaws.services.ec2.AmazonEC2;
import com.amazonaws.services.ec2.AmazonEC2ClientBuilder;
import com.amazonaws.services.ec2.model.Instance;
import com.amazonaws.services.ec2.model.InstanceStateName;
import com.amazonaws.services.ec2.model.InstanceType;
import com.amazonaws.services.ec2.model.Reservation;
import com.amazonaws.services.ec2.model.RunInstancesRequest;
import com.amazonaws.services.ec2.model.Tag;
</code></pre>

<p>Edit: 
Current code not working: </p>

<pre><code>Collection&lt;Tag&gt; tags = new ArrayList&lt;Tag&gt;();
Tag t = new Tag();
            t.setKey(""Name"");
            t.setValue(""Manager"");
            tags.add(t);
            CreateTagsRequest createTagsRequest = new CreateTagsRequest();  
            createTagsRequest.withTags(tags);
            createTagsRequest.withResourceId(instance.getInstanceId());
            ec2.createTags(createTagsRequest);
</code></pre>
","<p>An update for AWS SDK version:</p>
<pre><code>&lt;dependency&gt;
    &lt;groupId&gt;software.amazon.awssdk&lt;/groupId&gt;
    &lt;artifactId&gt;bom&lt;/artifactId&gt;
    &lt;version&gt;2.17.230&lt;/version&gt;
    &lt;type&gt;pom&lt;/type&gt;
    &lt;scope&gt;import&lt;/scope&gt;
&lt;/dependency&gt;
</code></pre>
<p>I used the following code:</p>
<pre><code>Region region = Region.US_WEST_2;
Ec2Client ec2 = Ec2Client.builder()
               .region(region)
               .credentialsProvider(ProfileCredentialsProvider.create())
               .build();

try {
    ArrayList&lt;Tag&gt; tags = new ArrayList&lt;Tag&gt;();
    tags.add(Tag.builder().key(&quot;tag&quot;).value(&quot;value&quot;).build());
    CreateTagsRequest request = CreateTagsRequest.builder()
            .resources(&quot;instanceId&quot;)
            .tags(tags).build();
    ec2.createTags(request);
} catch (Ec2Exception e) {
    System.out.println(&quot;Error setting instance id &quot; + instanceId + &quot; with tag &quot; + tag +  &quot; to value &quot; + value);
    System.err.println(e.awsErrorDetails().errorCode());

}
System.out.println(&quot;SET instance id &quot; + instanceId + &quot; with tag &quot; + tag + &quot; to value &quot; + value);
</code></pre>
","['java', 'amazon-web-services', 'amazon-ec2', 'tags', 'cloud']"
73376927,https://stackoverflow.com/questions/73376927,Getting Google Chrome out of memory issue due to multiple dropdown list gets populated dynamically in JSP page,"<p>Getting Google Chrome out of memory issue due to multiple dropdown list gets populated dynamically in JSP page. Any help would be appreciated.</p>
<pre><code>&lt;nested:iterate property=&quot;studentList&quot;&gt;
  &lt;tr&gt;
    &lt;td&gt;
      &lt;nested:select property=&quot;name&quot;&gt;
        &lt;html:options collection=&quot;college&quot; property=&quot;test1&quot; /&gt;
      &lt;/nested:select&gt;
    &lt;/td&gt;
  &lt;/tr&gt;
&lt;/nested:iterate&gt;
</code></pre>
",,"['java', 'jsp', 'browser', 'tags', 'struts-1']"
72857806,https://stackoverflow.com/questions/72857806,JAXB don&#39;t marshal attribute,"<p>I have some class generated by jaxb mave plugin like this:</p>
<pre><code>@XmlType
@XmlRootElement(name = &quot;Foo&quot;, namespace = &quot;urn://some-urn&quot;)
public class Foo {
    @XmlAttribute(name = &quot;id&quot;, required = true)
    protected String id;
    @XmlAttribute(name = &quot;name&quot;, required = true)
    protected BigInteger name;
    @XmlAttribute(name = &quot;age&quot;, required = true)
    protected String age;
</code></pre>
<p>I need to marshal object from this class, but JAXB marshaling attributes as an elements.</p>
<p>Required:</p>
<pre><code>&lt;?xml version=&quot;1.0&quot; encoding=&quot;UTF-8&quot; standalone=&quot;yes&quot;?&gt;
&lt;ns2:Foo xmlns:ns2=&quot;urn://some-urn&quot; id=&quot;1&quot; name=&quot;Boris&quot; age=&quot;43&quot;&gt;
    //some elements in the root element
&lt;/ns2:Foo&gt;
</code></pre>
<p>Provided:</p>
<pre><code>&lt;?xml version=&quot;1.0&quot; encoding=&quot;UTF-8&quot; standalone=&quot;yes&quot;?&gt;
&lt;ns2:Foo xmlns:ns2=&quot;urn://some-urn&quot;&gt;
    &lt;id&gt;1&lt;/id&gt;
    &lt;name&gt;Boris&lt;/name&gt;
    &lt;age&gt;43&lt;/age&gt;
&lt;/ns2:Foo&gt;
</code></pre>
<p>Marshalling method:</p>
<pre><code>public String marshalToXml(Foo foo) {
        StringWriter stringWriter = new StringWriter();
        try {
            Marshaller marshaller = JAXBContext.newInstance(Foo.class).createMarshaller();
            marshaller.setProperty(Marshaller.JAXB_FORMATTED_OUTPUT, Boolean.TRUE);
            QName qName = new QName(&quot;urn://some-urn&quot;,
                    &quot;Foo&quot;);
            JAXBElement&lt;Foo&gt; bar = new JAXBElement&lt;&gt;(qName, Foo.class, foo);
            marshaller.marshal(bar, stringWriter);
            return stringWriter.toString();
        } catch (JAXBException e) {
            log.error(e.getMessage(), e);
        }
        return null;
    }
</code></pre>
",,"['java', 'xml', 'attributes', 'tags', 'jaxb']"
72376199,https://stackoverflow.com/questions/72376199,Round method for &lt;fmt:formatNumber maxFractionDigits&gt;,"<p>How does rounding works with this tag? Only docs I could find is this:</p>
<blockquote>
<p>Attributes are also provided to allow you to determine how many decimal places should be used. The minFractionalDigits and maxFractionalDigits attributes allow you to specify the number of decimal places. If the number exceeds the maximum number of fractional digits, <strong>the number will be rounded</strong>. --<em>How exactly??</em></p>
</blockquote>
<p>Is there something like default round method that I can change in this tag? Something like</p>
<pre><code>RoundingMode.HALF_EVEN (*default*) --&gt; RoundingMode.HALF_UP
</code></pre>
<p>Thanks</p>
",,"['java', 'jsp', 'tags', 'rounding']"
